org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,review,url_id
SHARK,shark,161.128,124,7,4829,5004,Animals  ASL - American Sign Language,599,720,29.97,166.967,https://www.youtube.com/watch?v=jcnSKdZFr-M,shark,"[0.0, 0.094322115182876, 1.0, 0.8683223724365231]",1280,,2076
SNAKE,snake,167.034,124,7,5006,5154,Animals  ASL - American Sign Language,654,720,29.97,171.972,https://www.youtube.com/watch?v=jcnSKdZFr-M,snake,"[0.0, 0.125312119722366, 1.0, 0.8698035478591911]",1280,,2076
SPIDER,spider,172.239,124,7,5162,5281,Animals  ASL - American Sign Language,760,720,29.97,176.209,https://www.youtube.com/watch?v=jcnSKdZFr-M,spider,"[0.0006511211395260001, 0.12249448895454401, 0.999558329582214, 0.8676434755325311]",1280,,2076
SQUIRREL,squirrel,176.41,124,7,5287,5405,Animals  ASL - American Sign Language,872,720,29.97,180.347,https://www.youtube.com/watch?v=jcnSKdZFr-M,squirrel,"[0.0020243227481840003, 0.16166079044342002, 1.0, 0.84506744146347]",1280,,2076
TIGER,tiger,180.414,124,7,5407,5510,Animals  ASL - American Sign Language,424,720,29.97,183.85,https://www.youtube.com/watch?v=jcnSKdZFr-M,tiger,"[0.0030468404293060003, 0.09672480821609401, 0.9971822500228881, 0.859476566314697]",1280,,2076
TURTLE,turtle,184.918,124,7,5542,5660,Animals  ASL - American Sign Language,423,720,29.97,188.855,https://www.youtube.com/watch?v=jcnSKdZFr-M,turtle,"[0.012563318014144, 0.07154682278633101, 1.0, 0.8681010007858271]",1280,,2076
WHALE,whale,192.859,124,7,5780,5869,Animals  ASL - American Sign Language,646,720,29.97,195.829,https://www.youtube.com/watch?v=jcnSKdZFr-M,whale,"[0.015734583139419, 0.0645033121109, 0.9995918273925781, 0.8935750126838681]",1280,,2076
WORM,worm,201.968,124,7,6053,6142,Animals  ASL - American Sign Language,987,720,29.97,204.938,https://www.youtube.com/watch?v=jcnSKdZFr-M,worm,"[0.009699672460556, 0.16536536812782202, 0.9992735385894771, 0.84638500213623]",1280,,2076
bear,bear,0.0,2,43,0,134,Bear,414,360,29.584,4.529,https://www.youtube.com/watch?v=e4LXjbP59GQ,bear,"[0.0, 0.19029042124748202, 1.0, 0.8505728840827941]",640,,2077
happen,happen,0.0,0,0,0,79,happen,826,360,28.632,2.759,www.youtube.com/watch?v=b_a7wHSJ808,happen,"[0.047559857368469, 0.163167506456375, 0.9965220689773561, 0.9085010290145871]",540,,2078
frog,frog,0.0,2,11,0,56,Frog,388,360,29.643,1.889,https://www.youtube.com/watch?v=vh7MOCPGW1E,frog,"[0.0, 0.134950846433639, 1.0, 0.826285123825073]",640,1.0,2079
frog,frog,3.239,2,11,96,186,Frog,388,360,29.643,6.275,https://www.youtube.com/watch?v=vh7MOCPGW1E,frog,"[0.0, 0.134950846433639, 1.0, 0.826285123825073]",640,1.0,2079
college,college,0.0,2,49,0,116,College,117,360,29.589,3.92,https://www.youtube.com/watch?v=cF1AxRYGBeM,college,"[0.0, 0.094308525323867, 1.0, 0.8462314009666441]",640,,2080
lunch-[EAT-NOON-version],lunch,0.0,0,-1,0,71,lunch-EAT-NOON-version,229,360,29.97,2.369,https://www.youtube.com/watch?v=KCRdHBabpUw,lunch,"[0.054959803819656004, 0.272825598716735, 1.0, 0.7315905094146721]",640,,2081
ISRAEL,israel,0.0,0,-1,0,62,ISRAEL,516,360,29.97,2.069,https://www.youtube.com/watch?v=UdRmr4_fu5w,israel,"[0.063982903957366, 0.22988346219062802, 1.0, 0.7489659190177911]",640,,2082
brush teeth,brush teeth,0.0,2,58,0,110,Brush Teeth,772,360,29.649,3.71,https://www.youtube.com/watch?v=X1pnmQa8CGg,brush teeth,"[0.0, 0.171011179685592, 1.0, 0.8270156383514401]",640,,2083
What,what,9.275,274,30,278,405,Learn American Sign Language Basic Vocabulary,15,720,29.972,13.513,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,what,"[0.063144296407699, 0.245538622140884, 1.0, 0.7456581592559811]",1280,,2084
Where,where,13.579,274,30,407,554,Learn American Sign Language Basic Vocabulary,30,720,29.972,18.484,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,where,"[0.065575182437896, 0.28545916080474804, 1.0, 0.713598072528839]",1280,,2084
Why,why,18.551,274,30,556,717,Learn American Sign Language Basic Vocabulary,143,720,29.972,23.922,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,why,"[0.06619867682456901, 0.29140859842300404, 1.0, 0.7202205061912531]",1280,,2084
Who,who,23.989,274,30,719,862,Learn American Sign Language Basic Vocabulary,69,720,29.972,28.76,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,who,"[0.06756985187530501, 0.281964421272277, 1.0, 0.709643959999084]",1280,,2084
When,when,28.894,274,30,866,1016,Learn American Sign Language Basic Vocabulary,83,720,29.972,33.898,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,when,"[0.062460333108901006, 0.262068092823028, 1.0, 0.729732394218444]",1280,,2084
How,how,33.965,274,30,1018,1209,Learn American Sign Language Basic Vocabulary,59,720,29.972,40.338,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,how,"[0.067854821681976, 0.284842252731323, 1.0, 0.753234684467315]",1280,,2084
Name,name,40.404,274,30,1211,1402,Learn American Sign Language Basic Vocabulary,67,720,29.972,46.777,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,name,"[0.07630231976509001, 0.30372649431228604, 1.0, 0.7819831371307371]",1280,,2084
Same,same,46.91,274,30,1406,1582,Learn American Sign Language Basic Vocabulary,70,720,29.972,52.783,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,same,"[0.081769794225692, 0.330113589763641, 1.0, 0.7402983307838441]",1280,,2084
Different,different,53.517,274,30,1604,1664,Learn American Sign Language Basic Vocabulary,55,720,29.972,55.518,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,but,"[0.07383456826210001, 0.306024491786956, 1.0, 0.7618801593780511]",1280,1.0,2084
Different,different,56.519,274,30,1694,1754,Learn American Sign Language Basic Vocabulary,55,720,29.972,58.521,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,but,"[0.07383456826210001, 0.306024491786956, 1.0, 0.7618801593780511]",1280,1.0,2084
Deaf,deaf,64.794,274,30,1942,2092,Learn American Sign Language Basic Vocabulary,9,720,29.972,69.798,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,deaf,"[0.063009142875671, 0.269479513168334, 1.0, 0.7535622715950011]",1280,,2084
Hearing,hearing,69.865,274,30,2094,2152,Learn American Sign Language Basic Vocabulary,45,720,29.972,71.8,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,hearing,"[0.073503524065017, 0.297276735305786, 1.0, 0.7564421892166131]",1280,,2084
Hearing,hearing,72.601,274,30,2176,2223,Learn American Sign Language Basic Vocabulary,45,720,29.972,74.169,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,hearing,"[0.073192089796066, 0.29807975888252203, 0.9970175027847291, 0.76154613494873]",1280,,2084
Man,man,74.636,274,30,2237,2393,Learn American Sign Language Basic Vocabulary,58,720,29.972,79.841,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,man,"[0.0, 0.298242390155792, 1.0, 0.795875489711761]",1280,,2084
Woman,woman,79.908,274,30,2395,2574,Learn American Sign Language Basic Vocabulary,93,720,29.972,85.88,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,woman,"[0.073020786046981, 0.326992392539978, 1.0, 0.750285506248474]",1280,,2084
Boy,boy,85.947,274,30,2576,2725,Learn American Sign Language Basic Vocabulary,42,720,29.972,90.918,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,boy,"[0.04313522577285701, 0.263613581657409, 1.0, 0.7966144084930421]",1280,,2084
Girl,girl,90.985,274,30,2727,2859,Learn American Sign Language Basic Vocabulary,39,720,29.972,95.389,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,girl,"[0.069466859102249, 0.266818702220916, 1.0, 0.7421355247497551]",1280,,2084
Student,student,95.456,274,30,2861,3019,Learn American Sign Language Basic Vocabulary,21,720,29.972,100.727,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,student,"[0.061510890722274, 0.25828719139099104, 1.0, 0.704667329788208]",1280,,2084
Teach,teach,106.499,274,30,3192,3363,Learn American Sign Language Basic Vocabulary,122,720,29.972,112.205,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,teach,"[0.06013837456703101, 0.287290513515472, 1.0, 0.7773908376693721]",1280,,2084
Learn,learn,112.271,274,30,3365,3520,Learn American Sign Language Basic Vocabulary,22,720,29.972,117.443,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,learn,"[0.073018789291381, 0.255937218666076, 1.0, 0.7854039669036861]",1280,,2084
High School,high school,117.51,274,30,3522,3679,Learn American Sign Language Basic Vocabulary,478,720,29.972,122.748,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,high school,"[0.07513958215713501, 0.29605674743652305, 0.997751712799072, 0.7613315582275391]",1280,,2084
University,university,122.815,274,30,3681,3879,Learn American Sign Language Basic Vocabulary,378,720,29.972,129.421,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,university,"[0.065615624189376, 0.279105275869369, 1.0, 0.743612229824066]",1280,,2084
Yes,yes,129.488,274,30,3881,4037,Learn American Sign Language Basic Vocabulary,20,720,29.972,134.692,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,yes,"[0.07150700688362101, 0.288016080856323, 1.0, 0.8065417408943171]",1280,,2084
No,no,134.759,274,30,4039,4223,Learn American Sign Language Basic Vocabulary,4,720,29.972,140.898,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,no,"[0.07436779141426, 0.27651578187942505, 1.0, 0.7147313356399531]",1280,,2084
Remember,remember,148.372,274,30,4447,4507,Learn American Sign Language Basic Vocabulary,161,720,29.972,150.374,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,remember,"[0.05905795097351001, 0.27808061242103504, 1.0, 0.740242362022399]",1280,1.0,2084
Remember,remember,151.708,274,30,4547,4607,Learn American Sign Language Basic Vocabulary,161,720,29.972,153.71,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,remember,"[0.05905795097351001, 0.27808061242103504, 1.0, 0.740242362022399]",1280,1.0,2084
Forget,forget,155.245,274,30,4653,4713,Learn American Sign Language Basic Vocabulary,36,720,29.972,157.247,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,forget,"[0.05882662534713701, 0.300132930278778, 1.0, 0.7250013351440431]",1280,1.0,2084
Forget,forget,158.581,274,30,4753,4813,Learn American Sign Language Basic Vocabulary,36,720,29.972,160.583,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,forget,"[0.05882662534713701, 0.300132930278778, 1.0, 0.7250013351440431]",1280,1.0,2084
Chair,sit,161.851,274,30,4851,5015,Learn American Sign Language Basic Vocabulary,18,720,29.972,167.323,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,sit,"[0.063054025173187, 0.266756683588027, 1.0, 0.732842504978179]",1280,,2084
Door,door,167.39,274,30,5017,5190,Learn American Sign Language Basic Vocabulary,198,720,29.972,173.162,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,door,"[0.062338680028915, 0.291980683803558, 1.0, 0.72135716676712]",1280,,2084
Light,light,173.228,274,30,5192,5347,Learn American Sign Language Basic Vocabulary,123,720,29.972,178.4,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,light,"[0.064417332410812, 0.29319256544113104, 1.0, 0.710373699665069]",1280,,2084
Water,water,197.918,274,30,5932,6108,Learn American Sign Language Basic Vocabulary,48,720,29.972,203.79,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,water,"[0.06988787651062, 0.27746322751045205, 1.0, 0.707712888717651]",1280,,2084
Class,class,203.857,274,30,6110,6253,Learn American Sign Language Basic Vocabulary,106,720,29.972,208.628,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,class,"[0.06910860538482601, 0.29731380939483604, 1.0, 0.778103113174438]",1280,,2084
Elevator,elevator,220.039,274,30,6595,6665,Learn American Sign Language Basic Vocabulary,429,720,29.972,222.374,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,elevator,"[0.094816625118255, 0.33737072348594604, 1.0, 0.7645351290702821]",1280,1.0,2084
Elevator,elevator,223.042,274,30,6685,6755,Learn American Sign Language Basic Vocabulary,429,720,29.972,225.377,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,elevator,"[0.094816625118255, 0.33737072348594604, 1.0, 0.7645351290702821]",1280,1.0,2084
Soda,soda,225.744,274,30,6766,6920,Learn American Sign Language Basic Vocabulary,167,720,29.972,230.882,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,soda,"[0.07162377238273601, 0.295806229114532, 1.0, 0.732950925827026]",1280,,2084
Milk,milk,230.949,274,30,6922,7099,Learn American Sign Language Basic Vocabulary,32,720,29.972,236.854,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,milk,"[0.074072927236557, 0.293347418308258, 1.0, 0.7534605264663691]",1280,,2084
Tea,tea,236.921,274,30,7101,7249,Learn American Sign Language Basic Vocabulary,147,720,29.972,241.859,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,tea,"[0.07309350371360701, 0.293330311775207, 1.0, 0.743373870849609]",1280,,2084
Coffee,coffee,241.926,274,30,7251,7439,Learn American Sign Language Basic Vocabulary,119,720,29.972,248.198,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,coffee,"[0.069202065467834, 0.313084781169891, 1.0, 0.755894362926483]",1280,,2084
Candy,candy,248.265,274,30,7441,7593,Learn American Sign Language Basic Vocabulary,166,720,29.972,253.336,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,candy,"[0.09880211949348401, 0.328845739364624, 1.0, 0.7747092843055721]",1280,,2084
Want,want,253.403,274,30,7595,7658,Learn American Sign Language Basic Vocabulary,8,720,29.972,255.505,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,want,"[0.07630896568298301, 0.31249976158142, 0.998814105987548, 0.702630579471588]",1280,1.0,2084
Want,want,254.037,274,30,7614,7681,Learn American Sign Language Basic Vocabulary,8,720,29.972,256.273,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,want,"[0.057157665491104, 0.306408911943435, 0.999050378799438, 0.7193140983581541]",1280,,2084
Want,want,256.473,274,30,7687,7739,Learn American Sign Language Basic Vocabulary,8,720,29.972,258.208,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,want,"[0.058517396450042, 0.30439388751983604, 0.999594330787658, 0.717453360557556]",1280,,2084
Buy,buy,258.274,274,30,7741,7910,Learn American Sign Language Basic Vocabulary,136,720,29.972,263.913,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,buy,"[0.06808269023895201, 0.24671167135238603, 1.0, 0.7837027311325071]",1280,,2084
Paper,paper,264.647,274,30,7932,8002,Learn American Sign Language Basic Vocabulary,35,720,29.972,266.983,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,paper,"[0.054513335227966, 0.29509723186492903, 1.0, 0.726103842258453]",1280,1.0,2084
Paper,paper,266.983,274,30,8002,8102,Learn American Sign Language Basic Vocabulary,35,720,29.972,270.319,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,paper,"[0.054513335227966, 0.29509723186492903, 1.0, 0.726103842258453]",1280,1.0,2084
Book,book,270.786,274,30,8116,8210,Learn American Sign Language Basic Vocabulary,38,720,29.972,273.922,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,book,"[0.054706335067749, 0.2984479367733, 1.0, 0.7221374511718751]",1280,,2084
Book,book,273.989,274,30,8212,8322,Learn American Sign Language Basic Vocabulary,38,720,29.972,277.659,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,book,"[0.05398854613304101, 0.29992276430130005, 1.0, 0.7253542542457581]",1280,,2084
Cup,cup,278.126,274,30,8336,8507,Learn American Sign Language Basic Vocabulary,339,720,29.972,283.832,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,cup,"[0.09230530261993401, 0.349008083343505, 1.0, 0.7705442905426021]",1280,,2084
House,house,289.537,274,30,8678,8738,Learn American Sign Language Basic Vocabulary,175,720,29.972,291.539,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,house,"[0.056651264429092005, 0.29489296674728305, 1.0, 0.7138090729713441]",1280,1.0,2084
House,house,292.873,274,30,8778,8838,Learn American Sign Language Basic Vocabulary,175,720,29.972,294.875,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,house,"[0.056651264429092005, 0.29489296674728305, 1.0, 0.7138090729713441]",1280,1.0,2084
Apartment,apartment,295.743,274,30,8864,8982,Learn American Sign Language Basic Vocabulary,656,720,29.972,299.68,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,apartment,"[0.08808806538581801, 0.283232182264328, 0.9967192411422731, 0.7967567443847651]",1280,,2084
Dorm,dorm,299.88,274,30,8988,9172,Learn American Sign Language Basic Vocabulary,791,720,29.972,306.019,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,dorm,"[0.074431300163269, 0.301151394844055, 1.0, 0.726459383964538]",1280,,2084
Bicycle,bicycle,306.086,274,30,9174,9330,Learn American Sign Language Basic Vocabulary,125,720,29.972,311.291,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,bicycle,"[0.071387231349945, 0.278405964374542, 1.0, 0.7640057206153871]",1280,,2084
Here,here,311.357,274,30,9332,9491,Learn American Sign Language Basic Vocabulary,77,720,29.972,316.662,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,here,"[0.073430776596069, 0.21087381243705702, 1.0, 0.7622387409210201]",1280,,2084
Walking,walk,316.729,274,30,9493,9671,Learn American Sign Language Basic Vocabulary,80,720,29.972,322.668,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,walk,"[0.067574471235275, 0.281087160110473, 1.0, 0.705316126346588]",1280,,2084
Colors,color,322.735,274,30,9673,9829,Learn American Sign Language Basic Vocabulary,146,720,29.972,327.939,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,color,"[0.06558451056480401, 0.29555332660675004, 1.0, 0.737356662750244]",1280,,2084
Black,black,328.006,274,30,9831,10016,Learn American Sign Language Basic Vocabulary,41,720,29.972,334.179,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,black,"[0.064114928245544, 0.28545928001403803, 1.0, 0.751175701618194]",1280,,2084
White,white,334.245,274,30,10018,10200,Learn American Sign Language Basic Vocabulary,13,720,29.972,340.318,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,white,"[0.06296026706695501, 0.293615102767944, 0.9998441934585571, 0.747694194316864]",1280,,2084
Yellow,yellow,340.384,274,30,10202,10389,Learn American Sign Language Basic Vocabulary,52,720,29.972,346.624,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,yellow,"[0.06854325532913201, 0.313678681850433, 1.0, 0.7453125715255731]",1280,,2084
Green,green,346.69,274,30,10391,10558,Learn American Sign Language Basic Vocabulary,65,720,29.972,352.262,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,green,"[0.063618600368499, 0.308060705661773, 1.0, 0.782869279384613]",1280,,2084
Pink,pink,352.329,274,30,10560,10719,Learn American Sign Language Basic Vocabulary,96,720,29.972,357.634,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,pink,"[0.063128739595413, 0.307318329811096, 1.0, 0.733462035655975]",1280,,2084
Purple,purple,357.701,274,30,10721,10909,Learn American Sign Language Basic Vocabulary,110,720,29.972,363.973,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,purple,"[0.06478151679039, 0.258805364370346, 1.0, 0.80004745721817]",1280,,2084
Blue,blue,364.04,274,30,10911,11110,Learn American Sign Language Basic Vocabulary,64,720,29.972,370.679,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,blue,"[0.065052330493927, 0.31051141023635803, 1.0, 0.7614365816116331]",1280,,2084
Gray,gray,371.413,274,30,11132,11192,Learn American Sign Language Basic Vocabulary,344,720,29.972,373.415,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,gray,"[0.057656973600387004, 0.31225836277008, 1.0, 0.7403291463851921]",1280,1.0,2084
Gray,gray,374.75,274,30,11232,11302,Learn American Sign Language Basic Vocabulary,344,720,29.972,377.085,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,gray,"[0.057656973600387004, 0.31225836277008, 1.0, 0.7403291463851921]",1280,1.0,2084
Cooking,cooking,397.738,274,30,11921,12070,Learn American Sign Language Basic Vocabulary,115,720,29.972,402.709,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,cook,"[0.070487141609191, 0.260434001684188, 1.0, 0.7375388145446771]",1280,,2084
Shopping,shop,402.776,274,30,12072,12240,Learn American Sign Language Basic Vocabulary,211,720,29.972,408.381,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,shop,"[0.068168520927429, 0.271845132112503, 1.0, 0.733464241027832]",1280,,2084
Home,home,408.448,274,30,12242,12417,Learn American Sign Language Basic Vocabulary,118,720,29.972,414.287,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,home,"[0.067097246646881, 0.28913366794586104, 1.0, 0.718333482742309]",1280,,2084
Run,run,443.647,274,30,13297,13367,Learn American Sign Language Basic Vocabulary,169,720,29.972,445.983,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,run,"[0.067292690277099, 0.311413645744323, 1.0, 0.706061720848083]",1280,1.0,2084
Run,run,446.984,274,30,13397,13467,Learn American Sign Language Basic Vocabulary,169,720,29.972,449.319,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,run,"[0.067292690277099, 0.311413645744323, 1.0, 0.706061720848083]",1280,1.0,2084
Gym,gym,450.254,274,30,13495,13635,Learn American Sign Language Basic Vocabulary,350,720,29.972,454.925,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,gym,"[0.063602715730667, 0.24174982309341403, 1.0, 0.7336465120315551]",1280,,2084
Doctor,doctor,454.991,274,30,13637,13789,Learn American Sign Language Basic Vocabulary,51,720,29.972,460.063,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,doctor,"[0.046950370073318, 0.23264111578464503, 0.9976087808609001, 0.767002701759338]",1280,,2084
Meeting,meeting,460.129,274,30,13791,13939,Learn American Sign Language Basic Vocabulary,407,720,29.972,465.067,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,meeting,"[0.076245009899139, 0.33444666862487704, 1.0, 0.727859556674957]",1280,,2084
Like,like,465.134,274,30,13941,14110,Learn American Sign Language Basic Vocabulary,6,720,29.972,470.773,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,like,"[0.07517495751380901, 0.279783129692077, 1.0, 0.7411919236183161]",1280,,2084
Ok,ok,471.173,274,30,14122,14164,Learn American Sign Language Basic Vocabulary,714,720,29.972,472.574,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,ok,"[0.07574474811553901, 0.31268644332885703, 1.0, 0.73026019334793]",1280,,2084
0k,ok,472.975,274,30,14176,14218,Learn American Sign Language Basic Vocabulary,714,720,29.972,474.376,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,ok,"[0.074078232049942, 0.316519737243652, 1.0, 0.70576536655426]",1280,1.0,2084
Fine,fine,475.01,274,30,14237,14382,Learn American Sign Language Basic Vocabulary,40,720,29.972,479.848,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,fine,"[0.072050482034683, 0.26732498407363803, 1.0, 0.7118501663208]",1280,,2084
Not like,not like,479.915,274,30,14384,14551,Learn American Sign Language Basic Vocabulary,165,720,29.972,485.486,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,not like,"[0.070260047912597, 0.25637608766555703, 1.0, 0.8051686286926271]",1280,,2084
sick,sick,485.954,274,30,14565,14620,Learn American Sign Language Basic Vocabulary,63,720,29.972,487.789,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,sick,"[0.072880774736404, 0.286712348461151, 1.0, 0.6850931048393251]",1280,1.0,2084
Sick,sick,486.087,274,30,14569,14623,Learn American Sign Language Basic Vocabulary,63,720,29.972,487.889,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,sick,"[0.020672142505645003, 0.298518598079681, 1.0, 0.7266402244567871]",1280,,2084
sick,sick,488.289,274,30,14635,14693,Learn American Sign Language Basic Vocabulary,63,720,29.972,490.224,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,sick,"[0.08396121859550401, 0.302317708730697, 1.0, 0.6855113506317131]",1280,1.0,2084
Sick,sick,488.456,274,30,14640,14694,Learn American Sign Language Basic Vocabulary,63,720,29.972,490.258,https://www.youtube.com/watch?v=rWIDL_GpaJc&t=3s,sick,"[0.039790362119674, 0.299640983343124, 1.0, 0.723407268524169]",1280,,2084
sugar,sugar,0.0,2,42,0,113,Sugar,685,360,29.584,3.82,https://www.youtube.com/watch?v=-mlnO47w7iE,sugar,"[0.0, 0.14784249663352902, 1.0, 0.8034730553627011]",640,,2086
WAKE UP,wake up,0.0,0,-1,0,70,WAKE UP,258,360,25.0,2.8,https://www.youtube.com/watch?v=MX0LP8Vsu7s,surprise,"[0.031483113765716005, 0.15361398458480802, 0.9969705939292901, 0.9003662467002861]",480,,2087
HELP,help,0.0,0,-1,0,134,HELP(1),50,360,30.0,4.467,https://www.youtube.com/watch?v=yI5uzOPUA_0,help,"[0.12485539913177401, 0.261526823043823, 0.8938161730766291, 0.807940959930419]",548,,2088
Brother ,brother,0.0,14,-1,0,107,ASL Brother ,34,360,25.0,4.28,https://www.youtube.com/watch?v=50Xd6cTNy4c,brother,"[0.11959153413772501, 0.28114092350006104, 1.0, 0.7143805027008051]",640,,2089
wood,wood,0.0,0,0,0,87,WOOD(2),232,360,29.97,2.903,www.youtube.com/watch?v=Unnvxlrie3E,wood,"[0.08850216865539501, 0.234274849295616, 1.0, 0.7400822043418881]",640,,2090
EMAIL,email,0.0,0,-1,0,77,EMAIL(1),458,360,25.0,3.08,https://www.youtube.com/watch?v=urzT2HaJZZI,email,"[0.08112797141075101, 0.095607995986938, 0.9545739889144891, 0.888685345649719]",480,,2091
BUILD,build,0.0,0,-1,0,102,BUILD,394,240,29.97,3.403,https://www.youtube.com/watch?v=_xWu74i2QPM,build,"[0.032978564500808, 0.10632780194282501, 1.0, 0.8830602169036861]",320,,2093
WRITE,write,0.0,0,-1,0,69,WRITE(2),53,360,25.0,2.7600000000000002,https://www.youtube.com/watch?v=D95mxQLTXCQ,write,"[0.036154031753540004, 0.12459155917167601, 0.9907866716384881, 0.9047920703887941]",480,,2095
water,water,0.0,0,0,0,80,WATER(2),48,360,29.97,2.669,www.youtube.com/watch?v=-SdOfxGhb0A,water,"[0.051824033260345, 0.297111928462982, 1.0, 0.742761135101318]",640,,2096
Sign,sign,38.906,126,-1,1166,1247,Beginner Vocabulary,86,360,29.97,41.608,https://www.youtube.com/watch?v=MDQQ9WZNwcc,sign,"[0.0, 0.18828031420707703, 1.0, 0.8709501624107361]",640,,2097
Language,language,42.909,126,-1,1286,1362,Beginner Vocabulary,513,360,29.97,45.445,https://www.youtube.com/watch?v=MDQQ9WZNwcc,language,"[0.0, 0.15075495839118902, 1.0, 0.928935110569]",640,,2097
